"Age","Gender","HasKids","EduLvl","WorkStatus","AnnualIncome","Occupation","YrsJobHeld","MosJobHeld","CommunitySz","CntryOfRes","MaritalStat","NumSons","NumDaughters","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","SelfLabeled","OthersLabel","DPMean","AIPMean","GPMean","SWLSMean"
24,"Female",0,"deg","student",NA,NA,0,0,"Large-City","Philippines","Single",0,0,2,3,3,2,2,3,2,2,3,2,3,3,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,4,2,3,4,4,4,4,3,3,3,2,2,1,1,1,2.4,2.67,3.2,2.2
55,"Male",0,"ltuni","part-time",NA,"audio engineer",17,0,"Large-City","Philippines","Divorced",0,0,3,3,2,2,2,3,3,5,4,2,1,3,3,2,3,4,3,3,2,2,3,1,4,2,2,2,2,2,3,2,2,3,2,3,3,4,4,4,2,4,3,3,2,2,2,0,0,2.4,2.87,2.7,2.4
28,"Female",1,"deg","full-time",10000,"Research Associate",7,3,"Large Town","Philippines","Married",0,1,4,5,5,4,4,2,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,4,5,5,4,5,5,5,2,4,5,2,5,5,5,5,5,5,4,2,4,2,4,5,1,1,4.4,4.6,4.45,3.4
45,"Male",0,"deg","part-time",55000,"Controller",9,8,"Medium-Sized","Philippines","Single",0,0,2,3,2,2,2,1,1,4,3,4,3,4,4,2,4,2,3,3,2,3,4,1,2,2,2,4,3,4,4,4,3,4,3,3,3,4,2,4,4,4,3,4,4,2,4,1,1,2.2,2.87,3.2,3.4
37.5,"Female",1,"deg","part-time",10000,"businesswoman",4,10,"Small City","Philippines","Married",0,1,5,5,5,4,4,5,5,5,4,5,5,5,5,1,5,4,5,5,4,5,5,2,3,4,4,5,2,5,5,5,2,5,5,5,5,4,5,5,4,4,2,2,1,2,1,1,1,4.6,4.53,4.2,1.6
19,"Male",0,"ltuni","student",10000,NA,0,4,"Village","Philippines","Single",0,0,4,3,4,2,4,4,2,5,4,3,1,5,3,3,4,4,3,5,2,5,4,4,2,4,4,3,2,2,4,5,4,4,1,5,4,5,5,4,5,4,4,5,4,3,5,1,1,3.4,3.53,3.75,4.2
45,"Female",1,"dip","full-time",87500,NA,6,3,"Small Town","Philippines","Married",1,4,3,3,3,2,2,3,2,3,3,3,3,3,2,3,3,3,3,4,2,2,3,3,3,3,3,3,2,2,3,4,3,5,3,3,3,5,4,3,3,3,3,3,4,4,3,1,1,2.6,2.8,3.2,3.4
23,"Male",0,"deg","part-time",10000,NA,2,3,NA,"Philippines","Single",0,0,3,3,3,2,2,4,4,3,3,2,2,3,3,2,2,3,3,4,2,3,3,3,4,4,2,4,2,3,4,4,3,3,4,3,3,3,2,3,2,3,2,2,1,2,2,1,1,2.6,2.87,3.1,1.8
19,"Female",0,"deg","student",NA,NA,0,0,"Village","Philippines","Single",0,0,3,4,2,2,2,1,1,1,1,3,5,2,4,1,1,2,1,2,1,5,5,1,2,3,4,1,5,2,5,1,5,5,1,1,4,5,5,4,5,4,3,4,2,4,3,1,0,2.6,2.07,3.4,3.2
20,"Male",0,"deg","student",15000,NA,0,2,NA,"Philippines","Single",0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,3,3,3,3
28,"Female",1,"ltuni","unemployed",10000,NA,3,4,"Large-City","Philippines","Single",1,0,5,5,5,5,5,1,1,1,5,5,5,5,1,5,5,1,1,1,5,5,5,5,1,1,5,1,5,1,5,5,1,5,1,1,1,5,5,1,5,1,5,5,5,5,5,1,1,5,3.13,3,5
45,"Female",0,"deg","part-time",25000,"Financial Advisor",0,6,"Large Town","Malaysia","Divorced",0,0,5,5,3,5,5,5,5,5,1,5,3,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,4.6,4.33,5,1
20,"Female",0,"deg","student",10000,NA,0,0,"Medium-Sized","Malaysia","Single",0,0,4,4,4,3,3,1,3,4,4,3,3,5,5,3,5,2,4,5,3,2,3,1,3,5,5,5,2,4,4,3,3,5,4,4,5,5,5,4,3,4,2,2,3,2,2,1,1,3.6,3.47,3.85,2.2
16.5,"Male",0,"high","student",10000,NA,0,0,"Large-City","Malaysia","Single",0,0,5,5,5,4,4,1,1,3,5,5,1,5,5,5,5,1,1,3,3,5,5,3,3,4,2,3,1,4,5,4,3,5,2,4,4,3,3,4,5,4,3,5,3,3,1,1,1,4.6,3.27,3.55,3
32.5,"Male",1,"phd","full-time",45000,NA,3,0,"Village","Malaysia","Married",1,0,3,2,3,2,2,1,2,4,2,3,1,1,3,2,3,4,3,4,2,2,3,2,4,3,4,3,3,4,4,3,5,3,3,4,3,5,5,4,3,5,3,4,4,3,3,0,0,2.4,2.47,3.65,3.4
20,"Male",0,"deg","student",NA,NA,2,0,"Village","Malaysia","Single",0,0,3,1,5,1,1,1,3,5,5,2,5,5,4,1,5,1,1,1,3,1,2,1,1,3,1,3,1,1,2,1,5,1,1,3,3,5,5,2,3,1,4,4,4,3,3,1,0,2.2,2.87,2.25,3.6
24,"Male",0,"deg","unemployed",10000,NA,0,0,"Large-City","Greece","Single",0,0,4,2,4,4,3,4,4,2,4,4,4,5,4,4,3,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,3,5,5,4,1,1,2,1,2,1,1,3.4,3.8,4.05,1.4
24,"Male",0,"phd","full-time",15000,"IT",0,6,"Large-City","Greece","Single",0,0,5,2,1,2,3,1,2,2,5,5,4,5,5,2,5,2,5,5,5,3,4,1,3,3,4,3,3,3,3,3,2,4,1,2,4,4,3,4,5,3,3,4,4,4,5,1,1,2.6,3.73,3.1,4
20,"Male",0,"ltuni","part-time",NA,"Programmer",0,3,"Large-City","Greece","Single",0,0,4,3,4,3,3,2,1,3,1,3,3,5,4,3,4,4,1,4,1,3,4,2,2,4,1,1,1,2,4,2,2,4,3,3,2,4,3,4,4,4,4,4,5,3,4,1,1,3.4,2.8,2.8,4
37.5,"Male",1,"high","full-time",25000,"airport ground handler",9,0,"Medium-Sized","Greece","Separated",1,4,3,4,4,3,3,3,2,4,4,4,3,2,5,4,3,5,2,4,2,4,4,2,4,5,5,5,3,4,3,2,4,2,3,2,4,5,4,4,5,4,1,2,2,1,1,1,0,3.4,3.4,3.7,1.4
32.5,"Male",0,"ma","full-time",25000,"Computer Programmer",2,6,"Large-City","Greece","Single",0,0,5,5,3,4,4,3,4,4,4,5,5,3,4,5,5,3,3,5,3,5,5,3,4,5,3,5,4,3,5,4,5,5,3,3,4,5,5,4,5,4,2,2,3,1,1,1,1,4.2,4.07,4.2,1.8
67.5,"Male",1,"phd","retired",25000,NA,0,0,"Village","Greece","Married",1,1,4,4,4,3,3,1,1,1,2,2,4,5,4,3,3,4,2,2,1,2,3,2,1,1,1,2,3,3,5,1,5,3,1,1,3,3,2,3,3,3,1,1,1,1,4,1,0,3.6,2.47,2.45,1.6
37.5,"Male",0,"ma","full-time",67500,NA,14,0,"Village","Greece","Single",0,0,2,4,5,4,4,4,2,5,1,5,1,4,4,2,4,5,4,2,1,5,4,1,4,1,5,5,5,4,4,1,5,3,5,4,5,3,2,2,5,4,2,2,3,2,2,1,1,3.8,3.27,3.6,2.2
24,"Female",0,"ltuni","student",10000,NA,6,0,"Small Town","Greece","Single",0,0,5,5,4,3,3,4,4,4,4,4,4,5,5,4,4,3,4,4,4,3,4,1,2,3,5,1,4,4,4,3,3,4,4,3,1,2,3,2,4,5,4,4,5,4,5,1,1,4,4,3.1,4.4
25,"Male",0,"ltuni","student",NA,NA,0,0,"Village","Greece","Single",0,0,4,3,2,2,1,1,2,2,2,4,5,1,4,3,5,1,4,3,1,1,4,4,4,3,1,2,4,4,5,3,3,5,2,3,4,4,3,5,5,4,2,4,2,2,3,1,1,2.4,2.6,3.6,2.6
24,"Male",0,"deg","student",NA,NA,0,0,"Village","Greece","Single",0,0,4,3,2,3,3,3,2,5,5,3,5,5,5,5,5,5,3,5,1,5,5,4,5,5,5,5,5,4,5,5,4,5,5,4,5,5,3,5,5,5,1,3,1,1,5,1,1,3,4.13,4.7,2.2
45,"Female",0,"ltuni","part-time",15000,"Teacher",0,4,"Medium-Sized","Denmark","Married",0,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,3,1,2,1,1,3,1,1,1,2,1,3,2,3,1,2,3,1,1,3,3,3,4,4,5,4,4,4,5,2,1,0,1,1.4,2.35,3.8
28,"Female",0,"deg","student",35000,NA,0,0,"Medium-Sized","Denmark","Married",0,0,4,4,2,3,3,1,1,4,4,4,5,4,3,4,4,4,3,2,2,3,4,3,4,2,3,2,3,4,3,2,3,4,2,2,3,3,2,3,4,4,4,4,5,4,3,1,1,3.2,3.2,3,4
28,"Female",0,"ma","student",15000,NA,0,0,"Small Town","Denmark",NA,0,0,4,4,4,3,3,1,1,2,2,4,5,4,4,3,4,2,3,2,2,1,4,1,3,4,2,1,4,4,4,2,4,4,1,2,4,4,3,4,4,4,2,2,2,2,2,1,1,3.6,2.67,3.15,2
45,"Male",1,"ma","full-time",67500,NA,1,0,"Large Town","Denmark","Married",1,3,5,4,4,3,3,1,3,5,5,4,5,5,1,5,5,1,4,4,1,1,5,1,3,1,1,1,4,3,4,3,3,4,5,3,1,5,4,5,4,5,1,1,1,2,2,1,1,3.8,3.33,3.25,1.4
37.5,"Male",0,"ma","student",10000,NA,0,0,"Small Town","Denmark","Married",0,0,3,3,3,2,2,1,1,2,3,2,5,3,3,3,4,2,2,1,2,2,3,2,4,2,3,1,3,3,4,2,3,4,1,3,3,3,2,3,4,3,4,5,4,3,2,1,0,2.6,2.4,2.8,3.6
37.5,"Male",1,"ma","full-time",87500,NA,4,8,"Village","Denmark","Married",0,2,4,3,2,1,1,1,1,5,3,3,3,2,4,2,2,1,2,3,2,3,3,3,3,2,3,2,3,3,3,2,4,4,2,2,4,4,3,4,2,2,2,4,3,3,3,1,0,2.2,2.47,2.9,3
45,"Female",1,"ltuni","full-time",55000,NA,0,3,"Village","Denmark","Married",1,1,3,3,3,3,3,2,2,3,3,3,3,3,4,3,3,2,2,3,2,2,3,3,3,2,3,4,4,3,3,3,4,3,2,3,3,4,4,3,4,3,4,4,4,3,3,1,0,3,2.67,3.2,3.6
32.5,"Female",0,"deg","student",NA,NA,0,0,"Small Town","Denmark","Single",0,0,2,4,2,2,2,1,1,3,3,3,5,3,5,2,4,1,3,3,2,3,4,2,2,2,3,1,3,4,4,2,4,3,2,3,4,5,3,4,2,4,3,3,4,4,5,1,0,2.4,2.8,3.05,3.8
45,"Female",1,"ma","full-time",55000,NA,0,0,"Village","Denmark","Divorced",0,1,5,5,4,4,4,4,2,2,3,3,3,4,3,3,3,3,3,5,3,5,5,2,3,5,5,4,3,3,4,3,4,4,4,3,5,3,3,5,5,5,3,3,3,3,2,1,1,4.4,3.27,3.9,2.8
22,"Male",0,"ltuni","student",10000,"Computer Science",5,6,"Large-City","Spain","Single",0,0,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,5,1,2,1,1,1,1,2,5,5,2,2,1,2,2,4,2,1,3,1,1,1,2,2,3,4,3,1,4,4,0,0,1.4,1.53,2.15,3.2
21,"Male",0,"high","student",10000,NA,17,0,"Medium-Sized","Spain","Single",0,0,5,5,1,4,4,4,4,5,1,5,5,4,5,4,5,4,4,5,4,3,5,1,4,5,3,4,5,5,5,3,2,4,4,5,4,5,5,5,5,5,2,3,2,2,1,1,1,3.8,4.13,4.2,2
22,"Male",0,"grade","unemployed",10000,"Unemployed",0,0,"Large Town","Spain","Single",0,0,5,5,5,5,5,5,2,2,5,5,4,5,5,5,5,5,2,4,3,5,5,5,5,5,3,2,5,5,5,4,1,5,4,5,4,5,4,5,5,5,1,1,1,1,1,1,1,5,4.13,4.35,1
20,"Male",0,"ltuni","student",10000,NA,13,0,"Small City","Spain","Single",0,0,4,4,3,2,2,3,1,4,3,4,2,5,5,2,3,2,1,4,1,2,5,2,3,4,2,4,3,4,5,2,3,4,1,4,5,3,2,4,3,4,2,3,4,4,3,1,1,3,2.8,3.35,3.2
24,"Female",0,"deg","part-time",15000,"Teacher",2,4,"Large Town","Spain","Single",0,0,5,3,2,2,2,1,2,3,3,2,2,2,3,3,3,4,3,2,2,1,2,1,3,3,2,4,4,2,5,2,4,5,1,2,3,5,3,2,2,2,3,3,4,5,4,1,1,2.8,2.4,2.85,3.8
37.5,"Male",0,"ma","full-time",55000,NA,7,10,"Large-City","Spain","Single",0,0,4,3,4,3,3,1,1,3,2,2,2,1,3,4,3,2,1,2,1,2,3,2,2,3,3,3,3,3,4,2,4,3,2,2,3,2,2,4,3,3,3,3,3,3,3,0,0,3.4,2,2.8,3
45,"Male",0,"ltuni","full-time",35000,NA,2,0,"Medium-Sized","Spain","Single",0,0,5,4,4,4,4,1,1,5,3,5,5,5,5,5,5,3,2,3,2,5,5,3,4,4,1,1,3,5,5,4,2,4,2,2,5,5,5,5,5,3,1,1,1,1,2,1,1,4.2,3.67,3.65,1.2
45,"Male",1,"phd","full-time",150000,"Doctor; Physician",14,0,"Large-City","Spain","Married",3,0,4,4,3,3,3,1,2,3,3,3,5,3,3,3,3,3,1,2,1,3,3,3,3,2,3,3,3,4,3,2,3,3,1,3,3,4,4,4,4,3,2,3,3,3,2,1,0,3.4,2.6,3.05,2.6
32.5,"Female",1,"ma","full-time",15000,NA,5,0,"Small Town","Spain","Married",0,1,4,4,1,2,2,5,2,3,3,3,5,4,5,2,4,4,3,5,2,3,4,4,3,5,3,2,4,3,4,5,3,4,4,2,5,5,5,5,1,3,2,2,2,4,2,1,0,2.6,3.53,3.7,2.4
16.5,"Male",0,"lthigh","student",NA,NA,3,0,"Rural/Country","Spain","Single",0,0,5,5,5,5,5,2,5,1,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,4,2,5,5,5,5,1,5,1,3,5,5,5,5,5,5,2,2,3,2,2,1,1,5,4.33,4.3,2.2
37.5,"Male",0,"ma","part-time",15000,NA,0,7,"Village","Spain","Single",0,0,4,4,2,4,3,2,3,5,4,4,4,5,2,4,4,2,3,2,4,4,5,2,4,1,4,3,4,2,4,2,2,4,1,2,4,4,3,5,5,4,3,5,2,3,1,1,1,3.4,3.47,3.25,2.8
45,"Male",1,"phd","full-time",35000,NA,6,0,"Village","Spain","Married",0,1,3,3,5,3,3,1,1,4,2,2,2,3,2,2,3,4,2,2,2,2,3,3,3,5,3,3,3,4,3,1,3,4,3,4,3,3,2,4,3,3,3,2,3,3,3,1,NA,3.4,2.27,3.15,2.8
37.5,"Female",1,"deg","full-time",35000,NA,4,6,"Small Town","Spain","Single",1,0,4,4,4,4,4,4,2,5,5,5,5,5,4,4,4,5,3,4,3,5,4,4,4,5,5,2,4,3,4,4,3,4,3,3,5,5,4,5,5,5,3,3,3,3,3,1,0,4,4.2,4.05,3
28,"Male",0,"high","full-time",25000,NA,4,0,"Small Town","Spain","Single",0,0,5,5,4,4,4,4,5,4,5,5,4,5,5,4,5,5,5,4,5,5,5,3,4,5,5,5,5,4,5,3,4,5,3,5,5,5,5,5,5,5,1,3,3,1,2,1,1,4.4,4.67,4.55,2
32.5,"Male",1,"ma","full-time",45000,"Editor",3,2,"Large-City","Chile","Married",0,1,4,3,3,2,2,2,4,5,5,5,4,5,4,5,5,3,4,4,4,3,5,1,3,5,2,2,4,3,5,4,4,4,3,5,4,5,4,5,5,5,3,3,3,3,3,1,1,2.8,4.13,3.9,3
45,"Female",0,"ma","full-time",25000,NA,14,0,"Village","Chile","Married",0,0,3,3,2,2,2,1,1,3,4,2,1,2,3,2,3,3,2,2,1,3,3,3,5,5,5,4,2,2,2,3,2,2,1,2,3,1,1,5,3,4,4,4,4,4,3,0,0,2.4,2.2,2.9,3.8
23,"Male",0,"ltuni","student",10000,NA,4,6,"Small Town","Chile","Single",0,0,3,4,4,4,4,4,4,4,5,4,4,4,4,4,5,3,5,4,4,5,4,4,4,5,4,4,5,4,4,4,5,4,4,3,4,4,4,5,5,5,2,1,4,2,1,1,1,3.8,4.2,4.25,2
45,"Male",1,"dip","full-time",150000,NA,9,0,"Village","Chile","Separated",0,0,3,3,3,3,3,2,2,4,2,3,2,3,3,2,3,3,2,2,2,3,3,3,4,4,3,3,3,3,4,4,2,3,2,4,3,4,3,3,4,3,2,3,2,3,2,1,1,3,2.53,3.25,2.4
55,"Female",0,"dip","full-time",35000,"Software Developer",23,0,"Village","Finland","Single",0,0,3,3,3,3,3,1,2,4,3,4,2,3,4,2,4,4,3,3,2,2,3,4,4,4,3,2,3,4,4,2,3,3,2,2,4,3,3,4,3,4,2,2,3,2,2,1,0,3,2.87,3.2,2.2
28,"Male",0,"ltuni","student",10000,NA,0,0,"Medium-Sized","Finland","Single",0,0,5,5,5,5,5,3,2,4,4,5,5,5,5,5,5,2,5,2,3,5,4,1,3,5,5,2,5,5,5,2,2,5,4,4,5,5,4,5,5,5,2,3,2,1,1,1,1,5,4,4.05,1.8
16.5,"Female",0,"ltuni","student",10000,NA,0,0,"Medium-Sized","Finland","Single",0,0,3,2,2,2,2,1,2,2,4,4,2,4,3,3,3,1,4,2,3,3,4,1,3,4,2,3,3,3,4,1,4,4,1,1,3,2,3,3,4,4,3,3,3,4,2,1,1,2.2,2.73,2.85,3
16.5,"Female",0,"lthigh","student",NA,NA,0,0,"Village","Finland","Single",0,0,3,4,5,3,3,2,2,2,4,4,4,2,4,3,4,2,3,4,3,2,3,1,4,3,3,3,4,4,4,4,2,4,3,4,4,4,4,5,5,5,2,4,1,1,1,1,0,3.6,3,3.65,1.8
45,"Male",1,"ma","full-time",45000,NA,5,0,"Large Town","Finland","Divorced",0,1,3,1,3,1,3,1,1,2,4,3,2,2,2,1,4,2,1,1,1,3,3,1,2,4,1,1,1,1,1,2,3,1,1,1,1,1,1,2,3,2,3,4,3,4,3,0,1,2.2,2,1.65,3.4
55,"Female",1,"ma","full-time",10000,NA,0,4,"Small Town","Finland","Divorced",3,0,5,5,5,5,5,2,2,2,5,5,4,4,4,3,5,2,4,4,4,5,5,5,5,2,3,3,4,5,5,5,5,5,3,2,5,4,5,4,5,5,1,1,1,1,1,1,1,5,3.67,4.25,1
28,"Female",0,"deg","part-time",15000,NA,0,0,"Large Town","Finland","Single",0,0,5,5,5,5,5,4,4,5,4,5,3,5,5,5,5,4,5,5,5,5,4,4,4,4,5,4,5,5,5,4,4,5,4,4,5,5,4,5,5,5,2,2,2,2,2,1,1,5,4.6,4.5,2
28,"Male",0,"deg","unemployed",10000,NA,0,0,"Large Town","Finland","Single",0,0,2,4,4,3,3,1,1,3,4,4,1,3,3,3,5,3,2,3,1,3,4,1,3,2,3,3,3,3,5,4,5,4,2,4,4,3,3,3,4,2,2,1,2,1,1,1,1,3.2,2.67,3.25,1.4
28,"Female",0,"phd","full-time",15000,NA,4,0,"Small Town","Finland","Single",0,0,3,2,3,2,2,2,1,5,2,2,1,4,4,1,3,4,2,3,1,3,2,1,4,2,1,2,2,4,3,2,2,3,3,3,3,4,4,4,3,3,4,4,4,3,4,0,0,2.4,2.53,2.75,3.8
22,"Male",0,"ltuni","student",10000,NA,0,0,"Small Town","Finland","Single",0,0,5,5,4,4,4,2,1,3,4,5,5,3,2,4,5,2,3,2,3,4,4,2,2,4,4,4,4,4,5,4,3,3,4,4,5,2,3,3,4,5,2,3,2,2,1,1,1,4.4,3.2,3.65,2
22,"Male",0,"ltuni","student",10000,NA,0,0,"Small Town","Finland","Single",0,0,5,5,4,4,4,2,1,3,4,5,5,3,2,4,5,2,3,2,3,4,4,2,2,4,4,4,4,4,5,4,3,3,4,4,5,2,3,3,4,5,2,3,2,2,1,1,1,4.4,3.2,3.65,2
32.5,"Male",1,"phd","full-time",35000,NA,0,4,"Large Town","Finland","Married",0,1,5,5,5,3,3,1,2,4,5,5,4,5,5,5,5,4,5,2,3,4,5,2,4,5,3,2,4,4,5,3,4,5,3,4,5,4,3,5,3,4,2,2,2,3,2,1,1,4.2,3.93,3.85,2.2
32.5,"Male",1,"ma","full-time",87500,NA,6,0,"Village","Finland","Married",0,1,5,5,5,5,5,5,4,5,3,2,4,4,4,3,5,4,3,4,3,4,5,3,5,4,4,4,3,4,5,3,3,4,4,4,4,5,5,4,4,4,3,3,3,2,2,1,1,5,3.8,4.05,2.6
55,"Male",1,"deg","full-time",55000,NA,3,3,"Large-City","Finland","Married",0,2,4,4,3,2,2,1,1,5,2,1,1,2,2,2,3,2,1,1,1,1,2,1,1,1,1,1,2,1,4,1,2,4,3,3,3,5,4,3,4,5,3,3,4,4,3,0,0,3,1.73,2.55,3.4
45,"Male",1,"deg","full-time",67500,NA,17,0,"Medium-Sized","Macao","Married",0,3,5,4,3,4,4,4,4,4,5,5,4,5,4,5,5,4,5,5,5,5,3,4,3,3,4,3,4,3,4,3,3,4,2,3,5,4,4,4,5,4,2,3,2,1,4,1,1,4,4.6,3.6,2.4
19,"Female",0,"ltuni","student",10000,NA,0,8,"Small City","New Zealand","Single",0,0,4,4,4,4,4,2,4,5,1,2,5,4,4,4,4,3,5,3,5,5,5,2,4,2,4,3,3,4,2,4,4,4,3,4,5,4,4,4,4,4,2,3,3,3,4,1,1,4,3.73,3.65,3
37.5,"Female",0,"ma","student",NA,NA,0,0,"Village","New Zealand","Single",0,0,4,4,4,3,3,2,2,4,3,2,4,5,5,5,4,4,3,4,4,5,5,3,5,5,5,3,4,3,4,3,3,5,2,4,5,4,3,4,4,4,4,4,4,3,4,1,1,3.6,3.73,3.9,3.8
16.5,"Female",0,"high","student",10000,NA,0,1,"Small Town","New Zealand","Single",0,0,3,4,5,3,2,3,1,3,2,1,2,1,2,1,2,3,1,5,1,1,3,2,1,5,3,3,3,4,4,1,3,2,2,4,3,2,3,3,3,3,3,3,3,3,2,1,1,3.4,1.93,2.85,2.8
16.5,"Female",0,"ltuni","student",10000,NA,0,0,"Medium-Sized","New Zealand","Single",0,0,3,3,3,2,2,3,1,2,3,1,2,2,3,1,3,2,3,3,2,1,2,1,2,4,2,1,3,3,3,2,1,4,4,3,4,2,1,2,4,2,4,4,4,4,3,1,1,2.6,2.13,2.5,3.8
37.5,"Male",0,"deg","student",10000,NA,1,6,"Small Town","New Zealand","Single",0,0,5,3,4,3,3,2,3,4,5,5,5,3,5,5,5,5,3,4,3,4,5,5,5,4,4,3,4,3,5,2,3,5,3,3,3,5,5,5,5,4,1,2,2,1,3,1,1,3.6,4.07,4.05,1.8
16.5,"Female",0,"lthigh","student",NA,NA,0,0,"Medium-Sized","New Zealand",NA,0,0,4,1,4,3,5,1,1,5,3,2,1,4,2,3,3,1,1,2,2,4,5,3,2,3,4,2,4,3,5,2,2,5,1,2,5,2,4,4,4,3,2,1,2,2,3,1,1,3.4,2.33,3.25,2
16.5,"Female",0,"lthigh","student",NA,NA,NA,0,"Rural/Country","New Zealand",NA,0,0,5,5,4,5,5,4,4,4,4,4,5,5,5,3,5,4,5,5,4,3,5,3,4,5,5,5,5,4,5,4,5,5,4,4,5,4,5,5,5,5,1,4,1,3,1,1,1,4.8,4.27,4.6,2
28,"Male",0,"deg","full-time",35000,NA,14,0,"Small Town","New Zealand","Single",0,0,2,3,1,1,1,2,4,4,5,3,5,4,5,2,5,4,5,2,5,3,5,2,3,4,4,3,4,1,4,2,4,3,2,3,4,4,3,4,3,4,4,3,3,3,3,1,1,1.6,3.87,3.3,3.2
20,"Male",0,"deg","student",10000,NA,NA,0,"Village","New Zealand","Single",0,0,4,4,4,3,3,2,4,3,4,4,3,5,4,3,4,4,4,4,4,3,4,3,4,5,3,4,5,4,5,3,4,5,3,4,4,4,3,4,4,4,3,3,3,4,3,1,1,3.6,3.67,3.95,3.2
22,"Male",0,"ma","part-time",10000,NA,0,3,"Small Town","New Zealand","Single",0,0,3,4,4,3,3,4,2,4,3,3,3,4,3,3,3,3,4,4,2,4,4,3,2,3,2,3,3,3,4,3,4,4,2,3,4,4,3,3,4,3,3,3,3,3,2,1,1,3.4,3.27,3.2,2.8
28,"Female",0,"deg","full-time",45000,NA,4,3,"Village","New Zealand","Single",0,0,4,3,3,1,1,1,1,1,4,2,1,2,2,5,4,3,3,2,4,1,4,2,3,4,4,3,2,3,4,5,3,3,1,1,1,5,2,3,2,4,4,4,5,5,4,1,1,2.4,2.4,2.95,4.4
24,"Female",0,"ltuni","full-time",35000,NA,3,2,"Small Town","New Zealand","Single",0,0,2,3,3,2,2,1,2,5,2,3,2,2,3,4,3,4,3,4,2,2,3,4,4,2,4,3,3,4,4,2,3,4,2,3,3,4,4,3,4,3,4,4,4,4,4,1,1,2.4,2.8,3.3,4
32.5,"Female",1,"deg","unemployed",10000,NA,3,0,NA,"New Zealand","Married",0,2,4,4,2,2,2,1,1,5,3,3,5,4,3,4,4,4,4,4,3,4,5,3,4,5,3,4,5,2,4,4,4,5,1,4,5,3,3,5,4,5,3,3,3,4,3,1,1,2.8,3.47,3.9,3.2
32.5,"Female",1,"ltuni","part-time",15000,NA,1,0,"Large-City","New Zealand","Married",1,6,4,4,4,4,4,4,2,3,2,4,5,5,4,5,5,3,3,4,2,5,5,4,4,4,4,3,5,4,5,3,4,5,3,3,4,5,5,4,5,3,2,2,2,2,2,1,1,4,3.73,4.1,2
45,"Female",1,"deg","part-time",45000,NA,6,1,"Village","New Zealand","Married",0,1,2,2,1,1,1,1,2,5,2,3,3,2,4,3,4,1,2,3,2,2,4,1,2,4,3,2,4,2,4,2,4,3,1,2,4,2,2,5,1,4,4,3,5,5,4,1,0,1.4,2.6,2.8,4.2
28,"Female",0,"ma","student",25000,NA,0,10,"Village","New Zealand","Married",0,0,4,5,4,1,1,3,3,3,5,5,4,5,4,3,5,2,5,5,5,4,5,1,4,3,4,3,4,4,5,4,4,5,4,4,4,4,3,5,3,5,4,3,3,4,3,1,1,3,4.07,3.9,3.4
28,"Male",0,"ltuni","student",10000,NA,7,6,"Large-City","Yugoslavia","Single",0,0,5,4,5,5,5,2,4,4,4,5,5,5,5,5,5,3,4,3,3,5,3,3,2,5,3,2,5,5,5,4,2,5,2,3,5,3,3,5,5,5,1,1,1,1,1,1,1,4.8,4.13,3.75,1
21,"Male",0,"ltuni","student",NA,NA,3,0,"Village","Yugoslavia","Single",0,0,2,2,4,2,2,2,1,2,2,3,3,4,4,1,3,2,3,2,2,4,4,2,2,2,2,2,3,2,3,1,3,2,3,4,3,4,3,3,4,3,4,4,4,3,4,1,0,2.4,2.53,2.75,3.8
37.5,"Male",0,"phd","full-time",150000,"Attorney",10,0,"Large-City","Romania","Married",0,0,2,1,3,1,1,2,1,5,2,1,1,1,2,1,1,1,1,4,1,3,3,1,2,4,1,1,3,2,4,1,1,3,1,1,3,4,1,2,3,2,4,4,4,3,4,1,0,1.6,1.8,2.15,3.8
32.5,"Female",0,"ltuni","part-time",10000,"secretary",2,6,"Large-City","Romania","Single",0,0,4,3,3,2,2,3,2,3,3,3,5,2,4,3,3,2,2,4,2,3,3,2,3,3,3,2,3,4,3,3,2,3,4,3,4,4,2,4,3,4,3,4,2,2,2,1,0,2.8,2.93,3.1,2.6
