"CntryOfRes","Age","Gender","HasKids","EduLvl","WorkStatus","AnnualIncome","Occupation","YrsJobHeld","MosJobHeld","CommunitySz","MaritalStat","NumSons","NumDaughters","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","SelfLabeled","OthersLabel","DPMean","AIPMean","GPMean","SWLSMean","HDI","hdi_group"
"Australia",37.5,"Male",1,"dip","full-time",45000,NA,8,0,"Rural/Country","Married",0,0,4,2,2,1,2,2,1,5,4,2,4,2,4,3,4,2,2,3,2,5,5,2,3,1,2,3,4,2,4,3,2,5,3,3,4,4,2,3,2,3,3,2,2,3,2,0,0,2.2,3,3,2.4,0.939,"very high"
"Australia",23,"Female",0,"deg","student",15000,NA,5,6,"Village","Single",0,0,4,5,4,2,2,5,3,5,4,5,5,5,4,5,5,2,5,5,3,5,4,4,3,5,5,2,4,3,5,5,4,5,5,5,5,5,4,5,5,4,4,4,3,2,2,1,1,3.4,4.4,4.35,3,0.939,"very high"
"Australia",67.5,"Male",1,"ltuni","full-time",NA,NA,NA,0,"Village","Divorced",4,1,3,2,2,2,2,3,1,1,1,3,2,2,2,4,3,3,1,4,1,2,2,2,2,1,2,2,2,1,3,1,4,2,3,3,3,4,3,2,3,3,4,5,3,3,3,1,0,2.2,2.2,2.4,3.6,0.939,"very high"
"Australia",25,"Male",0,"ma","unemployed",10000,NA,0,0,"Small Town","Married",0,0,3,4,3,3,3,4,2,2,3,4,5,3,4,5,4,4,3,5,2,3,5,3,3,4,4,4,4,3,5,5,3,4,3,3,4,4,5,5,4,5,2,3,3,2,1,1,1,3.2,3.53,4,2.2,0.939,"very high"
"Australia",23,"Female",0,"ltuni","full-time",35000,NA,0,6,"Village","Single",0,0,4,4,3,4,4,2,2,3,3,5,5,5,4,4,4,3,3,3,3,4,5,3,3,5,4,3,5,4,5,2,4,5,2,3,4,4,4,5,5,5,2,2,2,1,3,1,1,3.8,3.53,4,2,0.939,"very high"
"Australia",7.5,"Female",0,"ltuni","student",NA,NA,0,0,"Village","Single",0,0,3,3,2,2,2,3,2,4,3,3,3,4,3,3,4,2,3,3,4,3,4,2,2,4,1,1,4,2,4,5,3,4,3,2,3,3,3,3,4,4,4,5,4,4,4,1,1,2.4,3.13,3.05,4.2,0.939,"very high"
"Australia",32.5,"Male",0,"lthigh","full-time",67500,NA,9,0,"Village","Married",0,0,4,5,2,5,5,1,1,1,2,5,4,5,5,5,5,1,2,5,1,5,5,1,1,5,1,1,5,5,5,3,4,5,5,1,5,3,5,5,5,5,1,2,2,1,1,1,1,4.2,3.2,3.75,1.4,0.939,"very high"
"Australia",25,"Male",0,"deg","student",25000,NA,0,6,"Village","Single",0,0,4,3,2,4,4,3,3,3,5,5,4,4,3,4,5,3,4,4,4,3,2,2,2,3,2,2,4,3,4,4,4,4,3,3,3,4,3,4,4,4,2,2,1,1,2,1,1,3.4,3.8,3.2,1.6,0.939,"very high"
"Australia",32.5,"Male",0,"deg","full-time",87500,NA,2,0,"Village","Single",0,0,4,4,4,3,3,3,2,5,3,5,4,5,4,5,5,5,3,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,4,5,5,4,4,5,3,3,3,4,3,1,1,3.6,4,4,3.2,0.939,"very high"
"Australia",32.5,"Female",0,"ma","full-time",67500,NA,3,0,"Rural/Country","Single",0,0,3,4,3,3,3,5,2,3,3,5,5,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,3,5,4,2,5,4,4,4,5,3,3,5,4,3,3,4,4,4,1,0,3.2,3.93,3.95,3.6,0.939,"very high"
"Australia",28,"Male",1,"ma","full-time",55000,NA,7,0,"Village","Married",0,1,2,3,2,1,1,1,1,3,2,2,2,1,1,1,3,3,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,3,1,3,1,3,1,3,3,2,4,5,5,4,3,0,0,1.8,1.93,2.2,4.2,0.939,"very high"
"Australia",45,"Male",0,"ma","full-time",150000,NA,4,1,"Village","Widowed",0,0,4,4,4,3,3,3,4,5,4,3,3,4,4,3,4,3,4,4,4,4,4,3,4,5,2,3,4,4,4,3,4,4,4,3,3,4,4,4,4,4,3,4,4,3,2,1,1,3.6,3.73,3.7,3.2,0.939,"very high"
"Australia",37.5,"Male",0,"deg","unemployed",10000,NA,5,0,"Village","Married",0,0,4,4,5,5,5,1,1,2,2,3,3,5,3,2,4,4,1,4,1,3,4,2,5,4,4,4,4,4,4,2,3,3,2,5,4,5,2,1,5,4,4,4,4,4,2,1,1,4.6,2.6,3.55,3.6,0.939,"very high"
"Australia",45,"Male",1,"high","full-time",150000,NA,1,0,"Rural/Country","Married",1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,4,1,1,1,1,1,1,1,1,5,2,2,2,2,3,2,2,3,3,1,0,1.2,1,1.75,2.6,0.939,"very high"
"Australia",45,"Male",1,"high","full-time",45000,NA,0,0,"Village","Divorced",4,1,2,3,2,2,2,1,3,5,4,4,4,3,4,1,4,3,4,3,4,4,4,2,3,1,4,3,4,2,3,3,3,4,2,4,4,5,3,4,3,3,2,4,3,1,2,1,1,2.2,3.4,3.2,2.4,0.939,"very high"
"Australia",45,"Male",1,"ltuni","full-time",87500,NA,0,0,"Village","Divorced",1,1,3,3,4,5,4,4,2,4,3,5,3,4,4,4,5,4,4,4,4,5,4,4,2,2,3,2,4,4,4,4,4,4,3,4,4,5,3,3,3,3,2,2,2,2,2,1,1,3.8,3.93,3.45,2,0.939,"very high"
"Australia",16.5,"Female",0,"ltuni","student",10000,NA,0,7,"Village",NA,0,0,5,5,5,5,5,1,3,3,5,2,3,4,3,3,5,1,4,2,5,3,5,3,1,3,5,3,4,3,5,5,4,5,1,3,4,5,5,3,5,3,4,5,5,5,3,1,1,5,3.13,3.75,4.4,0.939,"very high"
"Australia",28,"Female",0,"ltuni","full-time",55000,NA,3,4,"Medium-Sized","Married",0,0,3,4,4,3,3,1,1,2,1,1,1,1,4,1,1,2,2,3,1,2,2,3,3,4,2,2,1,4,3,2,4,2,1,2,2,4,3,2,3,1,1,1,1,2,1,1,0,3.4,1.6,2.5,1.2,0.939,"very high"
"Australia",45,"Female",1,"lthigh","full-time",55000,NA,0,0,"Medium-Sized","Married",1,1,5,4,3,2,3,4,1,4,4,4,3,3,2,2,5,4,2,4,4,5,5,1,2,1,5,3,5,3,4,5,3,5,4,3,5,5,4,5,5,4,4,3,4,3,2,1,1,3.4,3.4,3.85,3.2,0.939,"very high"
"Australia",32.5,"Female",0,"ltuni","full-time",67500,NA,6,1,"Village","Married",0,0,5,4,2,2,2,2,2,5,3,3,5,5,4,3,5,4,4,3,1,5,5,5,1,2,1,2,5,2,5,2,1,5,3,1,4,5,3,5,5,5,3,4,4,4,1,1,1,3,3.6,3.35,3.2,0.939,"very high"
"Australia",37.5,"Male",1,"ltuni","part-time",45000,NA,3,10,"Village","Married",1,3,4,4,3,3,2,2,3,4,4,4,5,3,5,3,4,3,2,3,3,4,5,3,4,2,4,3,5,4,5,3,2,4,3,4,5,5,2,4,4,5,1,2,1,2,1,1,1,3.2,3.47,3.8,1.4,0.939,"very high"
"Australia",37.5,"Female",1,"deg","full-time",45000,NA,0,0,"Large Town","Married",1,0,3,5,4,5,5,2,2,1,5,5,5,2,3,2,5,4,1,4,1,3,5,2,2,4,5,2,1,3,1,2,2,2,3,5,2,4,4,4,4,4,3,4,2,3,3,1,0,4.4,3,3.05,3,0.939,"very high"
"Australia",20,"Male",0,"deg","part-time",15000,NA,4,7,"Rural/Country","Single",0,0,4,4,4,4,4,3,4,4,5,5,2,5,3,4,5,5,4,4,5,5,4,5,4,5,4,4,5,4,4,4,2,4,4,4,4,4,4,4,4,4,3,5,4,4,3,1,1,4,4.2,4.05,3.8,0.939,"very high"
"Australia",32.5,"Female",0,NA,"full-time",67500,NA,6,0,"Village","Married",0,0,2,3,1,1,1,1,1,2,2,1,1,1,2,1,1,1,4,1,4,1,1,1,1,2,1,1,1,1,2,1,3,3,1,1,1,3,3,1,1,1,5,5,5,5,4,0,0,1.6,1.6,1.5,4.8,0.939,"very high"
"Australia",24,"Female",0,"ltuni","student",15000,NA,5,0,"Village","Single",0,0,4,4,3,3,3,4,4,5,4,4,2,5,5,4,4,3,4,4,3,5,3,2,5,5,5,4,4,3,5,4,4,5,3,4,4,4,4,5,5,5,1,2,1,1,1,1,1,3.4,4,4.15,1.2,0.939,"very high"
"Australia",55,"Female",1,"deg","full-time",87500,NA,5,0,"Village","Married",1,1,5,5,3,2,2,1,5,5,5,5,5,5,3,5,5,2,3,3,4,3,3,2,3,3,4,2,3,3,4,4,3,4,3,4,4,5,5,3,3,3,4,3,3,5,4,1,1,3.4,3.93,3.4,3.8,0.939,"very high"
"Australia",28,"Female",0,"deg","full-time",87500,NA,2,0,"Village","Married",0,0,2,2,2,2,2,1,1,4,2,2,3,2,3,2,3,4,2,3,1,2,3,1,3,2,5,2,2,2,3,2,3,3,5,4,3,3,3,3,4,4,5,5,5,5,4,1,1,2,2.33,3,4.8,0.939,"very high"
"Australia",32.5,"Female",0,"ltuni","full-time",45000,NA,1,9,"Village","Married",0,0,4,4,4,2,2,3,2,3,3,2,4,2,5,1,2,3,2,3,2,2,3,2,1,3,3,5,4,2,3,1,2,4,3,3,2,3,2,2,3,3,3,3,4,4,3,1,0,3.2,2.6,2.7,3.4,0.939,"very high"
"Australia",23,"Male",0,"dip","full-time",67500,NA,5,5,"Medium-Sized","Single",0,0,4,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3,4,4,3,4,4,3,4,3,3,4,3,3,4,4,4,4,4,4,4,3,4,2,2,2,2,1,1,1,3.6,3.07,3.65,1.8,0.939,"very high"
"Australia",45,"Female",0,"deg","full-time",55000,NA,14,0,"Village","Married",0,0,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,4,2,3,1,1,1,1,1,2,2,2,1,3,2,1,2,1,1,1,2,2,2,2,1,2,3,3,4,3,3,0,0,1.6,1.53,1.6,3.2,0.939,"very high"
"Australia",37.5,"Female",1,"deg","part-time",67500,NA,0,3,"Village","Married",1,0,2,3,2,2,2,1,1,4,3,2,2,2,2,2,3,3,2,3,1,2,3,2,2,3,3,2,1,2,3,3,4,3,4,3,3,4,2,4,2,3,3,3,3,4,3,1,0,2.2,2.2,2.8,3.2,0.939,"very high"
"Australia",37.5,"Male",1,"ma","full-time",150000,NA,14,0,"Village","Divorced",1,1,2,5,3,3,3,3,2,5,4,4,3,5,4,3,3,4,3,3,4,5,5,3,5,4,3,2,4,3,4,4,3,4,4,4,3,5,3,3,5,4,3,3,3,3,2,1,1,3.2,3.67,3.75,2.8,0.939,"very high"
"Australia",45,"Male",0,"ltuni","full-time",67500,NA,0,0,"Village","Married",0,0,1,2,3,1,1,1,1,1,1,1,1,2,2,1,1,2,2,3,2,2,3,3,2,2,3,2,2,2,2,1,4,2,1,3,3,3,3,2,3,2,4,5,5,5,5,1,0,1.6,1.53,2.4,4.8,0.939,"very high"
"Australia",32.5,"Female",1,"dip","part-time",45000,NA,10,0,"Large Town","Married",0,1,4,4,4,3,3,4,3,5,4,3,2,5,3,4,4,4,4,4,3,3,3,4,5,4,5,3,2,4,3,4,4,4,4,4,4,4,4,3,3,3,3,2,3,3,3,1,1,3.6,3.67,3.7,2.8,0.939,"very high"
"Australia",24,"Female",0,"deg","full-time",45000,NA,3,0,"Small Town","Single",0,0,3,4,4,4,4,1,2,4,3,3,2,4,2,1,2,3,2,5,1,2,3,4,3,2,5,2,3,4,4,4,4,4,1,4,2,5,4,3,4,4,2,2,2,2,2,1,1,3.8,2.47,3.45,2,0.939,"very high"
"Australia",22,"Female",0,"ltuni","part-time",10000,NA,1,0,"Small Town","Married",0,0,5,5,5,4,4,4,2,3,3,4,1,5,5,5,5,5,3,5,5,5,5,5,3,5,5,3,5,4,5,2,5,5,2,4,5,5,5,5,5,4,4,4,4,3,1,1,1,4.6,4,4.35,3.2,0.939,"very high"
"Australia",37.5,"Female",1,"lthigh","part-time",35000,NA,3,0,"Small Town","Married",0,2,3,4,4,3,3,2,1,1,1,3,5,1,2,2,3,3,1,2,1,3,3,1,1,1,5,1,3,2,3,1,1,3,1,2,3,4,3,3,4,2,4,4,4,4,2,1,0,3.4,2.07,2.35,3.6,0.939,"very high"
"Australia",37.5,"Male",1,"ltuni","full-time",NA,NA,12,0,"Small Town","Separated",0,1,4,3,3,3,3,4,3,3,2,3,3,4,3,2,2,4,3,3,2,4,3,3,4,2,3,4,3,3,4,3,4,4,3,3,3,4,4,3,3,4,3,3,3,3,2,1,1,3.2,3,3.35,2.8,0.939,"very high"
"Australia",22,"Female",0,"deg","full-time",35000,NA,0,6,"Village","Single",0,0,4,2,4,3,3,1,2,2,4,3,4,3,4,3,5,2,3,3,2,2,3,3,2,3,2,2,3,3,3,3,4,3,1,2,4,3,4,4,3,3,4,4,4,4,3,1,1,3.2,2.87,2.9,3.8,0.939,"very high"
"Austria",37.5,"Female",0,"ltuni","part-time",15000,NA,10,0,"Village","Married",0,0,4,4,5,4,4,3,3,5,4,5,2,5,5,5,5,5,3,5,4,4,5,5,4,4,2,3,4,5,5,3,5,5,4,4,5,4,4,5,5,5,2,2,2,2,1,1,1,4.2,4.2,4.3,1.8,0.893,"very high"
"Austria",55,"Female",0,"ltuni","full-time",35000,"language trainer",14,0,"Large Town","Married",0,0,5,5,4,4,4,3,1,1,2,4,4,5,4,5,5,1,3,2,2,5,5,5,3,3,4,2,5,3,5,2,4,4,3,4,4,4,3,3,5,4,3,4,4,4,2,1,1,4.4,3.13,3.75,3.4,0.893,"very high"
"Austria",32.5,"Male",0,"deg","part-time",35000,"Editor",0,2,"Medium-Sized","Married",0,0,4,4,4,3,3,1,2,2,3,2,4,4,4,2,2,4,3,3,2,3,4,3,4,4,2,3,2,4,4,3,4,5,2,2,4,4,3,3,3,2,3,3,2,3,2,1,1,3.6,2.73,3.25,2.6,0.893,"very high"
"Bahamas",55,"Female",0,"ma","full-time",67500,"manager",2,0,"Medium-Sized","Single",0,0,4,4,3,3,3,4,2,3,3,3,3,3,4,3,3,2,2,3,3,4,4,4,4,3,3,4,4,3,4,2,4,4,3,4,3,4,4,4,3,4,2,3,2,2,1,1,1,3.4,3,3.6,2,0.792,"high"
"Bahamas",16.5,"Male",0,"phd","student",250000,"Professional Soccer Player",1,2,"Village","Married",0,0,1,4,2,5,4,3,3,3,2,5,2,2,2,3,1,5,4,3,4,5,4,3,4,5,2,3,4,1,4,3,4,1,4,2,3,5,1,4,3,2,5,3,2,3,5,1,1,3.2,3.13,3.1,3.6,0.792,"high"
"Bahamas",16.5,"Male",1,"lthigh","student",45000,"fdsdf",14,1,"Village","Divorced",1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,2,4,2,2,4,2,4,4,4,2,2,4,2,4,2,2,2,2,2,1,0,3,3.13,3,2,0.792,"high"
"Barbados",23,"Female",0,"deg","student",NA,NA,3,0,"Small Town","Single",0,0,1,3,2,1,1,1,2,1,1,1,3,1,5,1,1,1,3,1,4,1,3,1,1,1,1,1,1,5,1,3,2,1,2,3,2,1,1,2,4,2,1,3,3,1,2,0,0,1.6,1.8,1.9,2,0.795,"high"
"Belgium",22,"Female",0,"deg","part-time",67500,NA,2,3,"Small Town","Single",0,0,3,3,2,2,3,3,4,2,3,3,3,3,2,3,2,4,4,5,3,4,3,2,3,1,4,3,3,3,3,3,3,3,3,2,2,2,3,3,4,2,3,4,3,3,3,1,NA,2.6,3.2,2.75,3.2,0.896,"very high"
"Belgium",22,"Female",1,"high","part-time",25000,"manager",5,3,"Small Town","Divorced",3,2,5,5,5,5,5,1,1,1,5,5,5,5,1,5,5,1,1,1,5,5,5,5,1,1,5,1,5,1,5,5,1,5,1,1,1,5,5,1,5,1,5,5,3,4,4,0,1,5,3.13,3,4.2,0.896,"very high"
"Belgium",45,"Male",0,"ma","unemployed",55000,NA,3,0,"Large-City","Divorced",0,0,4,3,2,2,2,3,2,3,3,4,4,4,3,3,2,2,2,4,2,4,4,4,3,5,4,2,4,4,4,4,3,4,3,3,4,4,3,5,4,4,1,1,1,1,1,1,0,2.6,3,3.75,1,0.896,"very high"
"Belgium",45,"Male",1,"ma","full-time",250000,NA,14,0,"Village","Married",0,2,4,4,4,2,1,1,1,4,2,1,1,2,2,1,2,5,2,5,1,4,4,5,3,1,4,4,4,4,2,1,4,4,1,1,2,2,1,3,3,2,3,5,3,5,3,1,0,3,2.27,2.75,3.8,0.896,"very high"
"Belgium",28,"Male",0,"ma","student",15000,NA,1,0,"Small Town","Single",0,0,4,4,4,3,3,2,2,2,4,4,5,4,4,3,4,3,3,4,2,4,2,4,3,5,4,2,4,3,4,4,3,4,3,3,4,4,4,4,4,4,2,3,3,3,2,1,1,3.6,3.33,3.6,2.6,0.896,"very high"
"Belgium",55,"Male",1,"ma","full-time",15000,NA,NA,0,"Village","Separated",1,0,2,3,3,3,3,4,4,5,3,3,3,3,5,4,4,4,4,3,4,5,5,2,5,4,4,3,4,2,5,4,4,4,3,4,5,2,3,4,5,4,2,2,3,3,1,1,1,2.8,3.87,3.8,2.2,0.896,"very high"
"Belgium",55,"Female",1,"deg","full-time",87500,NA,17,5,NA,"Separated",0,2,4,3,3,2,3,1,3,3,4,4,4,4,5,3,3,3,4,3,4,4,4,4,3,1,3,4,3,2,4,4,4,4,2,3,4,3,3,3,4,3,3,2,2,2,1,1,1,3,3.47,3.25,2,0.896,"very high"
"Belgium",28,"Female",1,"ma","student",NA,NA,4,0,"Village","Married",0,0,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,2,2,2,3,1,1,1,5,4.6,4.5,2,0.896,"very high"
"Belgium",28,"Male",0,"deg","full-time",25000,NA,3,0,"Small Town","Married",0,0,5,4,3,2,2,1,2,5,3,4,5,2,4,2,2,5,2,5,2,3,4,1,4,4,2,5,1,4,3,1,4,4,1,4,4,3,2,4,4,4,3,3,3,3,3,1,0,3.2,3.13,3.15,3,0.896,"very high"
"Bermuda",37.5,"Male",1,"deg","full-time",150000,NA,2,0,"Medium-Sized","Married",1,2,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,2,2,3,2,2,2,2,3,2,3,3,3,2,3,3,2,3,3,3,3,4,3,4,3,1,1,3,2.73,2.55,3.4,NA,NA
"Bermuda",19,"Male",0,"ltuni","full-time",150000,NA,1,0,"Small Town","Single",0,0,4,1,1,1,1,1,1,1,1,1,2,3,2,5,3,2,1,3,1,3,4,1,4,4,1,3,3,1,4,5,3,1,4,4,3,5,3,2,2,4,5,2,1,1,1,1,1,1.6,2,3.05,2,NA,NA
"Bolivia",45,"Male",1,"deg","part-time",35000,NA,0,0,"Village","Married",1,1,3,4,3,3,3,3,1,4,3,3,4,3,3,3,3,4,2,2,2,4,4,2,2,2,2,2,4,2,4,2,3,4,2,2,3,4,3,3,4,4,3,4,4,4,3,1,1,3.2,2.93,2.9,3.6,0.674,"medium"
"Botswana",37.5,"Female",0,"deg","student",10000,NA,3,1,"Village","Widowed",0,0,1,1,1,2,2,3,3,3,2,2,3,4,3,2,3,5,3,4,3,2,3,2,1,4,4,1,2,4,3,4,5,2,5,4,5,3,2,3,2,2,1,2,2,2,2,1,0,1.4,3,3.05,1.8,0.698,"medium"
"Brazil",20,"Female",0,"ltuni","student",10000,NA,0,0,"Large-City","Single",0,0,4,2,5,4,4,4,4,5,5,4,2,5,5,4,3,5,5,5,5,5,5,5,4,2,5,3,5,5,5,5,5,5,4,4,5,5,5,5,1,5,3,5,3,2,4,1,1,3.8,4.4,4.4,3.4,0.754,"high"
"Brazil",67.5,"Male",0,"ma","retired",10000,"retired",23,0,"Small Town","Divorced",0,0,3,3,3,2,2,1,1,5,4,2,4,2,3,2,2,2,2,1,2,2,3,1,1,1,1,1,2,3,2,1,4,4,1,3,4,3,2,4,3,4,4,4,4,4,2,1,0,2.6,2.33,2.4,3.6,0.754,"high"
"Brazil",45,"Female",0,"dip","full-time",15000,"Journalist",7,0,"Large-City","Single",0,0,4,5,5,4,4,2,5,5,5,4,1,4,5,4,5,4,5,5,5,5,4,2,5,5,4,4,4,5,4,4,5,4,3,5,5,4,4,5,4,4,2,2,2,3,2,1,1,4.4,4.27,4.2,2.2,0.754,"high"
"Brazil",25,"Male",0,"deg","full-time",67500,"System Analyst",4,0,"Large-City","Single",0,0,4,3,3,3,3,1,3,4,4,3,4,3,3,3,3,2,3,3,2,3,4,2,3,1,2,2,3,4,4,3,4,4,2,2,3,4,4,3,3,3,4,4,3,4,4,1,1,3.2,2.93,3,3.8,0.754,"high"
"Brazil",45,"Female",1,"deg","full-time",15000,"Translator",10,10,"Large-City","Married",1,1,5,5,4,3,3,2,3,3,3,3,4,2,4,3,4,5,3,3,2,3,4,3,3,5,3,3,3,4,5,3,4,5,3,4,4,4,3,4,3,3,2,3,2,3,4,1,NA,4,3.13,3.65,2.8,0.754,"high"
"Brazil",28,"Male",0,"high","part-time",10000,"trainee",0,5,"Large-City","Married",0,0,2,2,3,3,3,1,1,1,2,1,2,2,3,2,2,1,1,3,1,2,3,1,4,3,1,5,1,1,3,2,5,2,1,1,2,2,2,1,3,2,3,3,4,3,1,1,0,2.6,1.67,2.25,2.8,0.754,"high"
"Brazil",28,"Male",0,"ltuni","full-time",45000,"Web Designer",8,7,"Large-City","Single",0,0,4,4,5,5,5,1,4,5,5,5,5,5,4,5,5,5,3,5,2,5,5,5,5,5,2,4,4,5,5,2,5,5,2,4,5,5,4,5,5,5,1,2,3,3,1,1,1,4.6,4.27,4.35,2,0.754,"high"
"Brazil",28,"Male",0,"deg","full-time",25000,NA,6,0,"Large-City","Single",0,0,2,4,2,2,2,2,1,3,2,3,4,3,3,4,2,1,1,2,5,3,3,3,3,4,3,3,3,2,4,1,3,4,2,4,3,1,2,3,2,2,4,5,4,4,4,1,0,2.4,2.6,2.75,4.2,0.754,"high"
"Brazil",37.5,"Male",1,"phd","full-time",150000,"engineer",8,0,"Medium-Sized","Married",1,0,4,3,3,3,2,2,2,4,2,3,3,2,4,2,4,4,2,4,1,4,4,2,4,3,3,4,3,4,3,3,4,4,3,4,4,4,4,4,3,4,2,3,2,4,4,1,1,3,2.87,3.55,3,0.754,"high"
"Brazil",28,"Male",0,"phd","student",15000,NA,0,1,NA,"Married",0,0,5,5,5,5,5,2,2,1,4,5,3,5,5,5,5,4,3,5,2,4,5,5,5,5,5,4,5,5,5,4,2,5,3,4,5,5,5,5,5,5,1,1,1,2,1,1,1,5,3.67,4.6,1.2,0.754,"high"
"Brazil",23,"Male",0,"ltuni","student",NA,NA,0,0,"Large-City","Single",0,0,4,5,4,4,4,1,2,5,3,4,5,3,3,2,5,2,1,4,1,3,2,2,2,5,3,2,4,4,4,2,4,4,1,3,4,4,5,4,5,4,3,5,4,3,2,1,1,4.2,2.93,3.4,3.4,0.754,"high"
"Brazil",55,"Female",0,"deg","full-time",10000,"Musician",23,0,"Large-City","Single",0,0,5,4,1,2,2,1,1,5,1,1,3,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,4,1,3,4,1,1,3,1,4,4,5,5,1,3,1,3,2,1,0,2.8,1.4,2.6,2,0.754,"high"
"Brazil",37.5,"Female",1,"deg","full-time",55000,NA,1,0,"Large-City","Married",0,1,3,2,3,1,1,1,1,5,2,1,1,1,2,1,1,1,1,2,1,1,3,2,2,4,2,2,1,2,3,2,3,2,1,3,3,4,4,2,2,1,5,5,4,5,5,0,0,2,1.47,2.4,4.8,0.754,"high"
"Brazil",45,"Male",1,"phd","full-time",45000,"Professor",3,0,"Large-City","Married",0,1,5,5,5,4,4,1,2,2,5,5,5,3,4,3,5,3,1,3,2,4,4,3,4,5,5,3,5,4,5,2,4,5,2,2,4,4,3,1,5,3,3,3,3,4,3,1,1,4.6,3.2,3.65,3.2,0.754,"high"
"Brazil",24,"Male",0,"dip","unemployed",10000,NA,0,0,"Large-City","Single",0,0,5,5,2,1,2,1,1,2,1,4,5,4,5,3,5,5,2,4,1,1,5,1,4,4,1,3,4,3,5,2,2,5,2,3,5,5,4,5,5,5,1,2,2,2,1,1,0,3,2.93,3.65,1.6,0.754,"high"
"Brazil",22,"Male",0,"ltuni","student",150000,NA,3,0,"Village","Single",0,0,5,5,2,2,2,4,3,2,4,5,5,5,5,5,4,3,5,3,2,5,5,1,5,5,3,5,5,4,5,1,1,5,5,5,5,3,3,5,1,4,1,4,1,1,1,1,1,3.2,4,3.8,1.6,0.754,"high"
"Brazil",23,"Male",0,"ltuni","part-time",10000,NA,0,1,"Small Town","Single",0,0,4,4,3,4,2,4,2,3,5,4,3,3,4,4,5,4,4,2,2,4,4,2,3,3,3,2,3,3,4,3,2,5,2,3,4,3,3,4,4,3,2,1,2,2,2,1,1,3.4,3.53,3.15,1.8,0.754,"high"
"Brazil",22,"Male",0,"ltuni","student",NA,NA,NA,0,"Large-City","Single",0,0,4,4,3,3,3,3,3,4,4,4,4,4,3,4,5,2,2,3,4,2,4,2,2,4,3,3,5,4,5,2,5,5,3,3,5,4,3,3,5,4,2,3,2,3,2,1,1,3.4,3.4,3.7,2.4,0.754,"high"
"Brazil",45,"Male",0,"deg","full-time",45000,NA,10,0,"Village","Married",0,0,3,4,3,3,3,2,5,5,4,5,4,5,4,2,4,5,5,5,5,5,5,3,3,5,4,2,4,3,4,4,4,4,4,4,4,4,4,5,4,5,3,3,2,2,1,1,1,3.2,4.33,3.95,2.2,0.754,"high"
"Brazil",37.5,"Male",0,"ma","full-time",87500,NA,12,6,"Village","Single",0,0,5,5,5,5,5,2,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,2,5,5,5,3,5,5,2,3,5,5,5,5,5,5,1,2,1,4,3,1,1,5,4.6,4.45,2.2,0.754,"high"
"Brunei",80,"Female",1,"phd","full-time",250000,"ouh",30,11,"Large-City","Separated",10,10,5,5,5,5,5,1,1,1,5,5,5,5,1,5,5,1,1,1,5,5,5,5,1,1,5,1,5,1,5,5,1,5,1,1,1,5,5,1,5,1,5,5,5,5,5,1,1,5,3.13,3,5,0.865,"very high"
"Bulgaria",28,"Female",0,"ltuni","unemployed",10000,NA,0,0,"Village","Married",0,0,5,5,5,5,4,1,1,3,1,5,5,5,4,5,5,5,3,2,1,2,5,3,4,3,4,2,5,4,5,5,1,5,3,3,5,2,5,5,5,5,1,1,1,1,1,1,1,4.8,3.2,3.95,1,0.794,"high"
"Bulgaria",55,"Female",1,"phd","full-time",10000,NA,NA,0,"Small Town","Widowed",1,0,4,4,3,3,3,2,1,1,3,2,3,2,4,1,4,4,2,3,2,2,4,3,1,4,3,2,4,3,4,3,3,4,2,2,3,3,3,3,4,1,1,3,2,3,2,1,0,3.4,2.4,2.95,2.2,0.794,"high"
"Canada",55,"Male",1,"ltuni","student",10000,NA,0,11,NA,"Divorced",4,1,2,3,3,2,2,2,1,1,1,1,2,2,1,1,1,3,2,5,1,1,3,2,2,2,3,2,4,3,4,1,5,4,2,4,2,5,4,2,5,2,5,4,5,5,5,1,1,2.4,1.67,3.05,4.8,0.92,"very high"
